person_age,person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_income_log,loan_amnt_log
22.0,male,High School,0,OWN,VENTURE,10.36,0.08,2.0,668,No,0,10.511675793868882,8.006367567650246
25.0,female,Bachelor,4,RENT,EDUCATION,10.99,0.37,2.0,549,No,1,10.958426563414267,9.964112174352563
24.0,male,Associate,5,RENT,MEDICAL,12.53,0.1,3.0,621,Yes,0,10.977670527281063,8.699514748210191
25.0,female,Associate,2,MORTGAGE,HOMEIMPROVEMENT,15.23,0.04,2.0,590,Yes,0,11.753570959820525,8.476371196895983
23.0,female,Master,1,RENT,DEBTCONSOLIDATION,13.61,0.08,3.0,565,Yes,0,10.759008652080333,8.1886891244442
22.0,male,High School,0,RENT,EDUCATION,11.36,0.07,3.0,673,No,0,10.31890299149746,7.600902459542082
26.0,female,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,12.42,0.22,3.0,688,Yes,0,10.95978367541029,9.451323841418724
24.0,male,Bachelor,4,RENT,PERSONAL,17.27,0.06,2.0,618,No,1,10.80059546499351,8.006367567650246
22.0,male,Associate,2,MORTGAGE,EDUCATION,10.0,0.16,3.0,563,Yes,0,11.197022228573097,9.392661928770137
25.0,female,Master,5,RENT,EDUCATION,7.49,0.22,2.0,697,Yes,0,10.743782377382361,9.210340371976184
24.0,female,Associate,0,RENT,PERSONAL,5.99,0.14,4.0,609,Yes,0,11.186433261731356,9.210340371976184
24.0,male,High School,1,RENT,MEDICAL,7.9,0.03,4.0,642,No,0,11.650781243943621,8.294049640102028
23.0,male,Master,2,RENT,EDUCATION,14.27,0.13,2.0,602,Yes,0,11.230721692526474,9.210340371976184
22.0,female,Associate,0,RENT,PERSONAL,15.28,0.14,2.0,618,No,1,10.072681653422581,8.070906088787819
22.0,female,Associate,0,OWN,EDUCATION,11.01,0.06,3.0,545,Yes,0,11.018350415789994,8.1886891244442
26.0,male,Bachelor,1,MORTGAGE,HOMEIMPROVEMENT,6.99,0.08,2.0,597,Yes,0,10.591295504750468,8.086410275323782
23.0,male,Bachelor,1,RENT,PERSONAL,11.71,0.26,4.0,687,No,1,10.752762029557497,9.392661928770137
22.0,female,Master,0,RENT,VENTURE,17.04,0.13,2.0,634,No,0,10.976234875009183,8.922658299524402
21.0,female,High School,0,RENT,EDUCATION,11.01,0.15,3.0,528,No,0,10.41574215482581,8.517193191416238
26.0,male,Master,4,OWN,HOMEIMPROVEMENT,7.51,0.4,4.0,631,No,1,9.643355794171352,8.716044050161402
25.0,male,High School,4,MORTGAGE,EDUCATION,7.29,0.06,3.0,526,Yes,0,11.859581385696526,9.035986984831405
22.0,female,Bachelor,2,RENT,EDUCATION,13.57,0.06,2.0,698,No,1,9.64445772265751,6.907755278982137
23.0,male,High School,3,RENT,EDUCATION,11.58,0.05,3.0,600,Yes,0,11.543047215522751,8.517193191416238
22.0,male,Bachelor,0,RENT,EDUCATION,10.39,0.31,2.0,642,No,1,10.559244343877515,9.392661928770137
22.0,female,Master,0,MORTGAGE,DEBTCONSOLIDATION,15.62,0.12,3.0,654,No,1,11.332721664147275,9.210340371976184
23.0,female,Bachelor,0,RENT,EDUCATION,11.71,0.31,3.0,667,No,1,10.802652471248297,9.615805480084347
25.0,female,Associate,0,RENT,MEDICAL,11.11,0.23,3.0,647,Yes,0,10.689806263983868,9.210340371976184
26.0,female,High School,2,RENT,VENTURE,7.9,0.15,3.0,632,No,0,11.09486132128555,9.210340371976184
23.0,female,Associate,0,RENT,DEBTCONSOLIDATION,8.49,0.06,3.0,568,No,0,10.872124024782218,8.006367567650246
24.0,female,Master,6,OWN,MEDICAL,16.29,0.16,4.0,681,No,0,10.670465881223274,8.85366542803745
23.0,female,High School,2,RENT,EDUCATION,7.9,0.25,4.0,571,Yes,0,11.842020557252392,10.46310334047155
23.0,male,Bachelor,2,RENT,VENTURE,12.53,0.3,3.0,630,No,1,11.105152696260319,9.903487552536127
23.0,male,Bachelor,0,RENT,EDUCATION,13.16,0.41,3.0,686,No,1,10.314437590874862,9.413281215972873
25.0,female,High School,4,MORTGAGE,MEDICAL,11.83,0.04,4.0,668,Yes,0,11.665397593961789,8.517193191416238
26.0,male,Associate,4,MORTGAGE,PERSONAL,6.62,0.09,3.0,713,Yes,0,11.531138594389587,9.104979856318357
23.0,female,Bachelor,0,RENT,EDUCATION,11.14,0.29,4.0,673,No,1,11.103873933326645,9.852194258148577
23.0,male,High School,2,RENT,EDUCATION,11.01,0.22,2.0,558,Yes,0,10.147413643032866,8.612503371220562
24.0,female,Bachelor,3,RENT,PERSONAL,13.23,0.03,4.0,678,No,1,12.023411030923114,8.517193191416238
23.0,male,Associate,0,RENT,PERSONAL,10.99,0.25,2.0,543,No,1,10.778893787936822,9.392661928770137
25.0,male,Master,0,MORTGAGE,VENTURE,6.99,0.3,4.0,666,Yes,0,11.336927869712962,10.126631103850338
25.0,female,Bachelor,3,MORTGAGE,HOMEIMPROVEMENT,5.99,0.33,4.0,655,No,1,10.51224718358581,9.392661928770137
22.0,male,High School,0,MORTGAGE,VENTURE,10.75,0.16,3.0,657,Yes,0,11.351264990423951,9.528794103094718
22.0,female,High School,0,RENT,MEDICAL,14.42,0.22,3.0,540,No,1,10.508322510373395,8.987196820661973
26.0,male,High School,3,MORTGAGE,PERSONAL,10.59,0.12,3.0,608,No,0,11.600808128945756,9.472704636443673
25.0,male,Bachelor,0,MORTGAGE,HOMEIMPROVEMENT,8.94,0.15,4.0,606,Yes,0,11.111835770762712,9.210340371976184
23.0,female,Master,0,MORTGAGE,DEBTCONSOLIDATION,7.9,0.21,3.0,650,No,0,11.197913304846491,9.615805480084347
24.0,male,High School,1,RENT,DEBTCONSOLIDATION,11.26,0.06,3.0,585,No,0,11.115696347786779,8.294049640102028
23.0,male,Associate,4,RENT,EDUCATION,11.36,0.08,4.0,577,No,0,10.99339540057409,8.476371196895983
26.0,male,High School,2,MORTGAGE,MEDICAL,10.59,0.18,4.0,611,No,0,11.378502246215547,9.680344001221918
24.0,male,Associate,0,MORTGAGE,EDUCATION,10.74,0.28,3.0,521,Yes,0,11.384978450639606,10.126631103850338
26.0,male,Master,4,MORTGAGE,HOMEIMPROVEMENT,11.01,0.14,4.0,691,No,0,10.133169680689921,8.1886891244442
23.0,female,Bachelor,0,RENT,EDUCATION,7.49,0.07,3.0,666,Yes,0,11.34897021033354,8.699514748210191
23.0,female,Associate,2,MORTGAGE,EDUCATION,8.49,0.13,4.0,625,Yes,0,11.181068561295557,9.104979856318357
24.0,female,High School,0,RENT,PERSONAL,8.49,0.14,2.0,621,Yes,0,11.237540801810328,9.270964993792617
25.0,male,High School,4,OWN,HOMEIMPROVEMENT,5.42,0.2,4.0,675,No,0,10.309852255887128,8.699514748210191
23.0,male,Associate,0,MORTGAGE,VENTURE,9.33,0.02,2.0,604,No,0,12.287929092000006,8.517193191416238
26.0,female,Master,6,RENT,MEDICAL,11.01,0.25,3.0,529,Yes,0,10.797471323887743,9.392661928770137
25.0,female,High School,3,RENT,MEDICAL,11.86,0.13,4.0,629,Yes,0,10.523902736929974,8.517193191416238
23.0,male,Bachelor,0,RENT,HOMEIMPROVEMENT,15.2,0.21,4.0,706,No,1,10.771973634462144,9.210340371976184
23.0,male,High School,3,RENT,PERSONAL,11.11,0.06,2.0,545,Yes,0,12.231681911036594,9.392661928770137
22.0,male,Bachelor,0,RENT,MEDICAL,12.42,0.19,4.0,666,No,0,10.847724136060682,9.210340371976184
24.0,male,Bachelor,4,OWN,DEBTCONSOLIDATION,15.57,0.08,4.0,632,No,0,11.541094953047072,8.987196820661973
26.0,male,Associate,3,MORTGAGE,PERSONAL,6.03,0.06,3.0,694,No,0,11.964255828950343,9.210340371976184
23.0,male,High School,0,RENT,MEDICAL,7.29,0.09,2.0,565,No,0,11.456630207915023,8.99961934066053
25.0,male,Master,0,RENT,MEDICAL,10.36,0.1,3.0,642,No,0,11.1985982082334,8.85366542803745
22.0,female,Associate,0,MORTGAGE,VENTURE,14.26,0.31,4.0,557,Yes,0,10.605049231697091,9.433483923290392
24.0,male,Bachelor,4,RENT,MEDICAL,9.96,0.11,3.0,657,No,1,10.483270047141055,8.294049640102028
24.0,male,High School,0,RENT,PERSONAL,9.25,0.24,4.0,666,No,0,11.440075163155973,9.998797732340453
22.0,male,Bachelor,0,OWN,EDUCATION,11.01,0.12,2.0,679,Yes,0,11.104265257965523,8.987196820661973
24.0,male,Bachelor,0,MORTGAGE,EDUCATION,11.01,0.14,3.0,644,No,0,11.109608048919522,9.169518377455928
24.0,male,Master,4,OWN,PERSONAL,7.29,0.11,3.0,575,Yes,0,11.278746244035753,9.104979856318357
22.0,female,Bachelor,0,OWN,EDUCATION,7.74,0.11,4.0,606,Yes,0,10.875061608033514,8.699514748210191
22.0,male,Master,0,RENT,DEBTCONSOLIDATION,12.73,0.26,2.0,653,No,1,10.559348148310058,9.210340371976184
25.0,female,High School,4,MORTGAGE,EDUCATION,7.4,0.01,4.0,613,Yes,0,11.770895473436484,6.907755278982137
22.0,female,High School,0,RENT,EDUCATION,12.99,0.13,2.0,686,Yes,0,10.66501741845733,8.648221453822641
23.0,male,Bachelor,0,OWN,EDUCATION,10.08,0.09,3.0,693,No,0,10.979547436733727,8.517193191416238
25.0,female,High School,2,RENT,DEBTCONSOLIDATION,13.99,0.05,4.0,583,No,0,11.080155961534562,8.006367567650246
24.0,female,High School,4,MORTGAGE,VENTURE,14.83,0.19,3.0,588,Yes,0,11.061861345543887,9.392661928770137
21.0,female,High School,0,MORTGAGE,DEBTCONSOLIDATION,15.68,0.21,2.0,707,No,1,9.634627234324935,8.086410275323782
22.0,female,Associate,0,OWN,PERSONAL,7.75,0.07,2.0,614,No,0,10.6969776817921,8.086410275323782
24.0,male,Master,2,MORTGAGE,DEBTCONSOLIDATION,6.03,0.1,4.0,675,No,0,11.693737549750978,9.392661928770137
25.0,female,Associate,5,RENT,MEDICAL,10.28,0.14,3.0,607,Yes,0,10.126030923778305,8.160518247477505
25.0,male,Associate,6,RENT,PERSONAL,11.01,0.13,2.0,652,Yes,0,10.615848952019878,8.612503371220562
22.0,female,Master,0,MORTGAGE,MEDICAL,6.54,0.06,2.0,592,Yes,0,11.380570522913425,8.517193191416238
22.0,female,Bachelor,0,RENT,VENTURE,18.64,0.04,4.0,674,No,1,10.929762096145357,7.824046010856292
22.0,male,Bachelor,2,MORTGAGE,VENTURE,14.84,0.14,3.0,650,Yes,0,10.850385081003184,8.85366542803745
21.0,female,Bachelor,0,RENT,MEDICAL,13.35,0.15,3.0,645,No,1,10.0444661457957,8.160518247477505
22.0,male,High School,2,RENT,MEDICAL,6.99,0.05,3.0,593,Yes,0,12.106329655323053,9.011889433252344
26.0,female,Master,3,MORTGAGE,VENTURE,8.9,0.09,4.0,586,Yes,0,11.058038993528346,8.699514748210191
23.0,male,Associate,0,RENT,DEBTCONSOLIDATION,10.59,0.11,3.0,562,Yes,0,11.378159024273431,9.210340371976184
26.0,female,High School,4,MORTGAGE,EDUCATION,11.86,0.15,3.0,609,No,0,11.486571222637469,9.615805480084347
23.0,female,Associate,4,MORTGAGE,MEDICAL,16.0,0.16,2.0,621,No,1,11.419054249360158,9.615805480084347
26.0,male,Doctorate,3,RENT,DEBTCONSOLIDATION,12.69,0.15,4.0,663,No,1,11.132250525669283,9.210340371976184
22.0,male,Bachelor,0,MORTGAGE,VENTURE,16.77,0.24,3.0,664,Yes,0,11.32253947789419,9.903487552536127
22.0,female,Associate,0,MORTGAGE,PERSONAL,11.01,0.13,2.0,669,No,0,11.42835837101271,9.392661928770137
22.0,female,Master,0,RENT,PERSONAL,12.42,0.08,3.0,488,Yes,0,10.720090537022992,8.1886891244442
26.0,male,Bachelor,0,OWN,EDUCATION,9.62,0.26,3.0,616,Yes,0,11.250625198454825,9.903487552536127
23.0,female,Master,0,RENT,PERSONAL,10.99,0.09,3.0,616,No,1,10.696547939065669,8.294049640102028
25.0,female,High School,3,MORTGAGE,PERSONAL,13.87,0.33,4.0,639,Yes,0,11.242637893847201,10.126631103850338
24.0,female,Associate,3,MORTGAGE,EDUCATION,11.49,0.24,4.0,646,Yes,0,11.11652911112194,9.680344001221918
21.0,male,Bachelor,0,MORTGAGE,EDUCATION,13.98,0.24,3.0,656,Yes,0,11.571958232222919,10.126631103850338
24.0,male,Associate,0,RENT,EDUCATION,7.49,0.12,4.0,663,No,1,11.001149389668242,8.85366542803745
24.0,male,Associate,0,RENT,VENTURE,7.14,0.07,2.0,676,Yes,0,11.096379186851246,8.411832675758411
24.0,male,Associate,1,RENT,MEDICAL,7.9,0.29,2.0,606,No,1,10.302733360830375,9.047821442478408
21.0,male,Bachelor,0,RENT,MEDICAL,10.62,0.18,2.0,616,Yes,0,11.115190402923975,9.392661928770137
22.0,male,High School,0,RENT,VENTURE,9.63,0.26,4.0,610,No,1,10.973408828990653,9.615805480084347
24.0,female,High School,2,MORTGAGE,HOMEIMPROVEMENT,5.42,0.11,3.0,650,No,0,11.018678322274004,8.85366542803745
22.0,female,Associate,1,MORTGAGE,EDUCATION,5.79,0.21,3.0,659,No,0,11.017004873924424,9.457200449907708
22.0,male,Associate,0,MORTGAGE,EDUCATION,12.18,0.03,4.0,627,Yes,0,11.015048971490447,7.600902459542082
22.0,male,Master,0,RENT,EDUCATION,11.48,0.15,4.0,557,No,1,11.097046318513192,9.207837241758064
21.0,male,Master,0,RENT,PERSONAL,11.01,0.09,3.0,661,No,0,11.120267987881038,8.699514748210191
23.0,male,Master,0,OWN,VENTURE,13.24,0.26,3.0,739,No,0,10.958043455007317,9.615805480084347
22.0,female,Master,0,MORTGAGE,MEDICAL,9.91,0.36,4.0,595,Yes,0,11.016922770095876,9.998797732340453
22.0,male,High School,0,RENT,EDUCATION,13.11,0.35,3.0,663,No,1,10.514665170228822,9.472704636443673
24.0,female,Bachelor,3,MORTGAGE,MEDICAL,12.69,0.07,4.0,592,Yes,0,11.540161182589472,8.85366542803745
22.0,male,Associate,0,MORTGAGE,PERSONAL,11.83,0.05,2.0,639,Yes,0,11.050048381466336,8.006367567650246
22.0,female,Bachelor,1,OWN,VENTURE,7.68,0.11,4.0,595,Yes,0,10.873356965311512,8.699514748210191
23.0,male,Bachelor,0,RENT,EDUCATION,7.51,0.27,2.0,694,No,1,10.41120836134864,9.104979856318357
26.0,male,Bachelor,0,MORTGAGE,HOMEIMPROVEMENT,18.25,0.12,2.0,583,Yes,0,12.13930230239632,10.043249494911286
26.0,female,Associate,6,RENT,VENTURE,7.29,0.1,2.0,550,Yes,0,10.847665787897174,8.517193191416238
25.0,female,Bachelor,5,RENT,VENTURE,11.01,0.09,2.0,646,No,1,10.937187917027094,8.517193191416238
23.0,male,Associate,5,RENT,PERSONAL,9.99,0.13,2.0,700,No,1,10.074368919187528,8.006367567650246
26.0,male,Master,1,RENT,MEDICAL,16.49,0.08,2.0,553,No,1,11.181639755036315,8.699514748210191
25.0,female,Associate,4,RENT,MEDICAL,16.29,0.11,4.0,631,No,1,10.488826780461768,8.294049640102028
24.0,male,Associate,2,RENT,MEDICAL,13.85,0.02,4.0,630,Yes,0,11.2340313318847,7.3777589082278725
23.0,male,Master,3,RENT,DEBTCONSOLIDATION,11.11,0.08,3.0,686,No,0,9.996476859378955,7.438383530044307
24.0,female,High School,0,MORTGAGE,EDUCATION,14.26,0.19,4.0,584,Yes,0,10.872313806912903,9.210340371976184
22.0,female,Master,3,RENT,PERSONAL,11.12,0.02,4.0,612,Yes,0,11.363926492282573,7.495541943884256
22.0,male,Associate,1,RENT,DEBTCONSOLIDATION,11.01,0.11,3.0,625,No,1,10.931426987909191,8.732304571033183
24.0,male,High School,0,MORTGAGE,EDUCATION,10.37,0.06,3.0,550,Yes,0,10.712081708954909,7.824046010856292
21.0,male,Bachelor,2,MORTGAGE,VENTURE,9.88,0.09,4.0,590,Yes,0,10.928632689322365,8.517193191416238
23.0,female,Associate,0,MORTGAGE,DEBTCONSOLIDATION,7.49,0.21,4.0,607,Yes,0,11.278265857694771,9.711115659888671
23.0,male,Master,1,RENT,EDUCATION,6.92,0.29,4.0,599,No,1,10.52301510322231,9.270964993792617
24.0,male,Associate,0,MORTGAGE,EDUCATION,9.99,0.15,4.0,634,No,0,11.438137261511642,9.51044496442652
22.0,female,Associate,0,OWN,VENTURE,7.49,0.09,3.0,668,Yes,0,11.158790150583506,8.779557455883728
23.0,female,Master,3,RENT,VENTURE,8.0,0.12,3.0,622,Yes,0,10.91821085719541,8.791029857045965
23.0,female,Bachelor,1,RENT,EDUCATION,14.91,0.03,2.0,639,No,1,12.023405028864408,8.517193191416238
22.0,male,Associate,0,RENT,EDUCATION,11.01,0.13,2.0,651,No,0,11.351159193330922,9.323669057283185
25.0,male,Master,6,OWN,VENTURE,6.76,0.04,3.0,674,No,0,10.996768990769434,7.824046010856292
22.0,female,High School,0,RENT,VENTURE,11.49,0.13,3.0,655,No,0,11.156664720953149,9.116029692504942
22.0,male,Associate,2,MORTGAGE,VENTURE,7.88,0.16,4.0,617,Yes,0,11.32307161152066,9.472704636443673
26.0,male,Bachelor,1,MORTGAGE,PERSONAL,9.32,0.08,2.0,584,Yes,0,11.017759913025358,8.517193191416238
26.0,male,Master,4,RENT,HOMEIMPROVEMENT,11.01,0.19,2.0,689,No,0,11.798600524718745,10.126631103850338
22.0,male,Bachelor,2,MORTGAGE,EDUCATION,11.12,0.13,4.0,630,Yes,0,11.016627140484776,8.987196820661973
22.0,male,Associate,0,RENT,PERSONAL,12.87,0.1,3.0,588,No,0,10.846381266204817,8.517193191416238
21.0,female,High School,0,OWN,VENTURE,7.29,0.09,2.0,590,Yes,0,10.662141535298193,8.294049640102028
22.0,male,Associate,0,RENT,EDUCATION,10.59,0.07,3.0,626,No,0,10.348525875764018,7.6255950721324535
22.0,female,Associate,0,RENT,PERSONAL,10.25,0.33,4.0,598,No,1,10.717147373323323,9.615805480084347
26.0,male,High School,3,MORTGAGE,EDUCATION,15.33,0.09,2.0,663,Yes,0,12.002554009643893,9.615805480084347
22.0,male,Master,1,MORTGAGE,EDUCATION,6.99,0.06,2.0,555,Yes,0,10.589459049346978,7.824046010856292
26.0,female,Bachelor,5,MORTGAGE,HOMEIMPROVEMENT,6.91,0.16,4.0,664,No,0,10.890833028775651,9.044875932248651
25.0,female,High School,4,RENT,EDUCATION,9.63,0.05,3.0,658,No,0,11.436994293336406,8.517193191416238
22.0,male,Associate,2,RENT,PERSONAL,12.73,0.2,4.0,570,Yes,0,11.023518808577538,9.392661928770137
23.0,female,Bachelor,3,MORTGAGE,MEDICAL,12.99,0.12,2.0,668,No,0,10.294921347231316,8.160518247477505
26.0,female,High School,3,MORTGAGE,HOMEIMPROVEMENT,15.96,0.13,3.0,573,Yes,0,11.652130730690555,9.615805480084347
25.0,female,Bachelor,3,MORTGAGE,EDUCATION,12.73,0.26,3.0,652,Yes,0,11.19198990666481,9.825526011066415
23.0,male,Bachelor,0,RENT,MEDICAL,14.54,0.13,2.0,629,No,1,10.619227581748708,8.612503371220562
26.0,male,High School,2,RENT,PERSONAL,7.9,0.26,3.0,586,No,1,10.954291694697586,9.615805480084347
25.0,female,Master,6,MORTGAGE,HOMEIMPROVEMENT,8.49,0.26,2.0,683,Yes,0,11.247839500033967,9.903487552536127
21.0,female,High School,3,RENT,PERSONAL,10.25,0.18,2.0,656,Yes,0,10.912685579598298,9.210340371976184
23.0,female,Bachelor,0,MORTGAGE,MEDICAL,5.42,0.04,4.0,644,No,0,11.965999086993119,8.699514748210191
21.0,male,High School,0,MORTGAGE,EDUCATION,7.9,0.11,4.0,598,Yes,0,12.038919465048089,9.798127036878302
23.0,female,Bachelor,0,RENT,PERSONAL,9.63,0.04,4.0,686,No,0,11.654763511618295,8.517193191416238
22.0,male,High School,0,RENT,EDUCATION,11.26,0.11,4.0,652,No,0,11.419921623521773,9.210340371976184
26.0,male,High School,3,RENT,PERSONAL,12.42,0.08,2.0,633,No,1,11.042729817290134,8.517193191416238
24.0,female,High School,1,RENT,PERSONAL,7.14,0.04,3.0,662,Yes,0,10.663264815393836,7.495541943884256
22.0,male,Bachelor,1,RENT,DEBTCONSOLIDATION,15.05,0.18,2.0,682,No,1,10.656082191739493,8.922658299524402
24.0,female,Bachelor,1,RENT,PERSONAL,20.0,0.18,4.0,592,No,1,10.53810479090567,8.824677891164198
21.0,male,Master,1,MORTGAGE,PERSONAL,9.63,0.12,4.0,654,Yes,0,11.74148631618238,9.615805480084347
22.0,male,High School,4,OWN,VENTURE,6.03,0.16,3.0,673,No,0,10.34161344288384,8.517193191416238
26.0,female,Bachelor,5,RENT,MEDICAL,11.91,0.1,2.0,651,Yes,0,10.841383208162668,8.517193191416238
23.0,male,Master,0,RENT,MEDICAL,7.14,0.14,2.0,678,Yes,0,11.195553648371053,9.210340371976184
22.0,male,High School,1,RENT,MEDICAL,10.2,0.08,4.0,659,Yes,0,10.575717484840686,8.070906088787819
22.0,female,Master,2,RENT,MEDICAL,6.92,0.07,4.0,606,Yes,0,11.609616509124209,8.987196820661973
25.0,male,High School,1,MORTGAGE,DEBTCONSOLIDATION,7.14,0.06,3.0,683,Yes,0,11.599048113824642,8.699514748210191
22.0,female,Associate,1,MORTGAGE,EDUCATION,6.76,0.13,4.0,645,No,0,11.180706171750712,9.159047077588632
22.0,male,Associate,2,MORTGAGE,DEBTCONSOLIDATION,11.83,0.1,3.0,627,Yes,0,11.752446175514992,9.457200449907708
25.0,male,High School,5,RENT,EDUCATION,11.01,0.27,4.0,658,No,1,11.197639212091788,9.903487552536127
26.0,male,Associate,2,MORTGAGE,HOMEIMPROVEMENT,8.0,0.03,3.0,652,Yes,0,11.480784431637813,8.006367567650246
22.0,female,Bachelor,0,RENT,EDUCATION,9.32,0.17,4.0,704,Yes,0,10.554092509830399,8.764053269347762
24.0,female,High School,3,RENT,HOMEIMPROVEMENT,11.01,0.17,2.0,491,No,1,10.770819105958742,8.987196820661973
22.0,female,High School,1,MORTGAGE,PERSONAL,10.37,0.07,2.0,568,Yes,0,10.937027844460523,8.294049640102028
23.0,female,Bachelor,0,MORTGAGE,PERSONAL,15.31,0.14,4.0,647,No,0,11.60209867019108,9.615805480084347
22.0,male,Associate,0,MORTGAGE,EDUCATION,11.01,0.22,4.0,581,No,0,10.778560378194001,9.28266103355581
25.0,female,Master,0,RENT,MEDICAL,10.99,0.2,4.0,667,No,0,10.801186523719151,9.210340371976184
26.0,male,Master,0,MORTGAGE,PERSONAL,11.01,0.11,2.0,628,No,0,12.078949249200981,9.903487552536127
25.0,male,Associate,0,RENT,PERSONAL,10.25,0.06,3.0,660,Yes,0,10.795915827145608,8.006367567650246
25.0,male,Bachelor,0,RENT,EDUCATION,14.59,0.28,3.0,675,No,1,10.900307027795478,9.615805480084347
22.0,female,Associate,2,RENT,EDUCATION,14.22,0.13,2.0,620,No,0,11.219895786191852,9.210340371976184
26.0,male,Bachelor,4,RENT,DEBTCONSOLIDATION,8.9,0.06,2.0,648,No,0,10.664713853906667,7.824046010856292
25.0,female,Bachelor,0,MORTGAGE,HOMEIMPROVEMENT,5.42,0.09,4.0,569,Yes,0,11.602089523277934,9.210340371976184
26.0,male,Associate,5,MORTGAGE,PERSONAL,10.62,0.14,4.0,710,Yes,0,11.563875200348141,9.615805480084347
22.0,female,Bachelor,0,RENT,DEBTCONSOLIDATION,13.35,0.2,2.0,656,No,1,9.923094082175046,8.294049640102028
22.0,male,Bachelor,2,RENT,EDUCATION,6.99,0.09,2.0,671,Yes,0,10.972705358794784,8.517193191416238
25.0,female,Master,2,MORTGAGE,PERSONAL,7.49,0.12,3.0,609,Yes,0,10.694215061434937,8.575462099540212
25.0,female,Bachelor,3,RENT,PERSONAL,6.17,0.14,3.0,624,Yes,0,11.148261551165996,9.159047077588632
24.0,male,Associate,0,RENT,HOMEIMPROVEMENT,11.89,0.35,4.0,668,No,1,11.111522096816735,10.069001991013701
24.0,female,Master,2,RENT,DEBTCONSOLIDATION,13.43,0.15,4.0,714,Yes,0,10.167964967343314,8.294049640102028
24.0,male,Bachelor,0,RENT,VENTURE,8.88,0.22,2.0,662,Yes,0,11.420119147883753,9.903487552536127
26.0,male,Master,6,RENT,PERSONAL,11.01,0.08,2.0,611,No,0,11.022376212475168,8.476371196895983
24.0,female,High School,2,RENT,EDUCATION,11.34,0.14,2.0,638,No,0,10.799351062095239,8.85366542803745
23.0,female,Bachelor,1,RENT,PERSONAL,8.94,0.28,2.0,649,No,1,10.518240665668062,9.239899174217728
24.0,male,High School,2,RENT,MEDICAL,7.29,0.09,3.0,640,No,0,11.547423505377797,9.169518377455928
21.0,male,High School,0,OWN,MEDICAL,13.61,0.16,2.0,666,Yes,0,10.72753140789784,8.881836305004146
24.0,female,Associate,1,RENT,VENTURE,10.99,0.14,4.0,647,No,0,10.487321973155373,8.517193191416238
25.0,male,Associate,1,RENT,MEDICAL,12.92,0.15,2.0,611,No,1,10.577834103632355,8.699514748210191
22.0,female,Bachelor,2,OWN,EDUCATION,7.88,0.14,3.0,550,Yes,0,11.609925125888179,9.615805480084347
26.0,female,Associate,6,MORTGAGE,PERSONAL,12.68,0.04,2.0,496,Yes,0,11.657822028673447,8.517193191416238
21.0,male,Associate,0,MORTGAGE,EDUCATION,10.75,0.08,2.0,578,Yes,0,10.472289588823237,8.006367567650246
25.0,male,Bachelor,5,MORTGAGE,VENTURE,7.51,0.07,3.0,652,Yes,0,11.595656862567694,8.955448122347393
22.0,female,Bachelor,1,RENT,EDUCATION,11.49,0.1,4.0,477,Yes,0,11.336438851734787,9.065314599925925
25.0,male,Associate,0,RENT,PERSONAL,16.45,0.21,3.0,561,Yes,0,11.35227537633631,9.798127036878302
24.0,female,High School,1,RENT,DEBTCONSOLIDATION,7.51,0.11,4.0,435,Yes,0,11.622613602947778,9.392661928770137
24.0,female,Bachelor,1,RENT,EDUCATION,11.01,0.3,2.0,672,No,1,11.395829693093981,10.203592144986466
23.0,male,Bachelor,4,RENT,DEBTCONSOLIDATION,6.91,0.07,3.0,661,Yes,0,11.198324303167183,8.517193191416238
24.0,male,High School,1,MORTGAGE,HOMEIMPROVEMENT,8.9,0.05,4.0,676,Yes,0,11.237303707010813,8.294049640102028
24.0,female,High School,0,MORTGAGE,MEDICAL,11.36,0.21,2.0,668,Yes,0,10.804075640682992,9.259130536145614
26.0,female,Bachelor,4,RENT,MEDICAL,14.96,0.04,2.0,536,No,1,10.739435531727745,7.600902459542082
26.0,male,Bachelor,3,RENT,VENTURE,10.91,0.28,3.0,645,No,1,10.66716309178561,9.392661928770137
23.0,male,Master,0,RENT,VENTURE,10.99,0.18,2.0,493,Yes,0,11.45986218402762,9.740968623038354
24.0,male,Associate,3,OWN,HOMEIMPROVEMENT,11.83,0.17,3.0,628,Yes,0,10.955497282480218,9.210340371976184
23.0,male,Bachelor,2,MORTGAGE,VENTURE,10.37,0.04,4.0,680,Yes,0,11.156207662970246,7.824046010856292
23.0,female,Master,3,RENT,DEBTCONSOLIDATION,10.75,0.06,2.0,588,Yes,0,11.336927869712962,8.476371196895983
26.0,male,Associate,2,MORTGAGE,HOMEIMPROVEMENT,14.96,0.17,4.0,613,No,0,11.654728800544591,9.903487552536127
24.0,male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,7.88,0.14,2.0,683,No,0,11.61334981779711,9.615805480084347
21.0,male,High School,0,RENT,EDUCATION,13.92,0.04,3.0,618,Yes,0,10.513850771617152,7.313220387090301
24.0,female,Associate,2,MORTGAGE,EDUCATION,15.96,0.05,3.0,613,Yes,0,11.671509161585975,8.764053269347762
22.0,female,Bachelor,0,MORTGAGE,EDUCATION,7.9,0.19,3.0,624,Yes,0,11.321655994734853,9.680344001221918
